panel_id,panel_type,sector,intent,brand,query,volume,keyword_id
NB364,nonbranded,consumer_tech,pre_purchase,,"smartphone i migliori",5400,2863656
NB365,nonbranded,consumer_tech,pre_purchase,,"offerta smartphone incluso",5000,683223
NB366,nonbranded,consumer_tech,pre_purchase,,"offerta wind smartphone incluso",5000,683306
NB367,nonbranded,consumer_tech,pre_purchase,,"offerte con smartphone wind",5000,683451
NB368,nonbranded,consumer_tech,pre_purchase,,"miglior smartphone qualità prezzo",4400,587118
NB369,nonbranded,consumer_tech,pre_purchase,,"smartphone migliore qualità prezzo",4400,1303595
NB370,nonbranded,consumer_tech,pre_purchase,,"fotocamera migliore smartphone",4400,1304202
NB371,nonbranded,consumer_tech,pre_purchase,,"migliori smartphone per fotocamera",4400,1304223
NB372,nonbranded,consumer_tech,pre_purchase,,"smartphone migliori qualità prezzo",4400,2861410
NB373,nonbranded,consumer_tech,pre_purchase,,"offerta sottocosto smartphone",3600,685794
NB374,nonbranded,consumer_tech,pre_purchase,,"wind offerta con smartphone",3600,1019057
NB375,nonbranded,consumer_tech,pre_purchase,,"offerte smartphone sottocosto",2900,682486
NB376,nonbranded,consumer_tech,pre_purchase,,"offerte wind smartphone 0 euro",2900,1301090
NB377,nonbranded,consumer_tech,pre_purchase,,"i migliori smartphone sotto i 300 euro",2900,1303253
NB378,nonbranded,consumer_tech,pre_purchase,,"miglior tablet qualità prezzo",2400,611585
NB379,nonbranded,consumer_tech,pre_purchase,,"tablet offerte",2400,950530
NB380,nonbranded,consumer_tech,pre_purchase,,"migliori smartphone sotto i 200 euro",2400,1300995
NB381,nonbranded,consumer_tech,pre_purchase,,"migliori smartphone a 200 euro",2400,2861442
NB382,nonbranded,consumer_tech,pre_purchase,,"smartphone migliore 200 euro",2400,2863711
NB383,nonbranded,consumer_tech,pre_purchase,,"migliori tablet economici",1900,611613
NB384,nonbranded,consumer_tech,pre_purchase,,"migliore fotocamera smartphone fascia media",1900,2862502
NB385,nonbranded,food_beverage,discovery,,"tipi di pasta",14800,3588244
NB386,nonbranded,food_beverage,discovery,,"idee pasta fredda",5400,461620
NB387,nonbranded,food_beverage,discovery,,"tipi di caffè",2400,947682
NB388,nonbranded,food_beverage,discovery,,"tipi di pasta corta",1900,3589551
NB389,nonbranded,food_beverage,discovery,,"idee pasta veloce",1600,461697
NB390,nonbranded,food_beverage,discovery,,"pasta idee veloci",1600,759685
NB391,nonbranded,food_beverage,discovery,,"come vestirsi per una cena al ristorante",590,235355
NB392,nonbranded,food_beverage,discovery,,"esempi di testamento biologico",480,1409719
NB393,nonbranded,food_beverage,discovery,,"tipi di vini rossi",480,957706
NB394,nonbranded,food_beverage,discovery,,"tipi di vino rosso",390,957537
NB395,nonbranded,food_beverage,discovery,,"tipi di caffè al bar",260,2565185
NB396,nonbranded,food_beverage,discovery,,"come vestirsi per una cena al ristorante donna",260,235357
NB397,nonbranded,food_beverage,discovery,,"tipi di vini bianchi",260,957705
NB398,nonbranded,food_beverage,discovery,,"tipi di vino bianco",260,957707
NB399,nonbranded,food_beverage,discovery,,"25 tipi di caffè",170,2562451
NB400,nonbranded,food_beverage,discovery,,"come vestirsi per una cena al ristorante con amici",170,235356
NB401,nonbranded,food_beverage,discovery,,"perchè la macchina del caffè perde acqua",110,807817
NB402,nonbranded,food_beverage,discovery,,"tipi di caffè nespresso",70,947635
NB403,nonbranded,food_beverage,discovery,,"cosa indossare per un pranzo al ristorante",30,235716
NB404,nonbranded,food_beverage,problem,,"macchina caffè de longhi risoluzione problemi",590,607690
NB405,nonbranded,food_beverage,problem,,"macchina caffè delonghi risoluzione problemi",590,607693
NB406,nonbranded,food_beverage,problem,,"macchina caffè philips 2200 problemi",480,606386
NB407,nonbranded,food_beverage,problem,,"faber macchina caffè problemi",320,358875
NB408,nonbranded,food_beverage,problem,,"macchina caffè ariete problemi",320,607650
NB409,nonbranded,food_beverage,problem,,"gaggia macchina caffè problemi",260,406676
NB410,nonbranded,food_beverage,problem,,"macchina caffè silvercrest problemi",210,607805
NB411,nonbranded,food_beverage,problem,,"macchina caffè philips problemi",170,606772
NB412,nonbranded,food_beverage,problem,,"macchina caffè saeco problemi",170,607792
NB413,nonbranded,food_beverage,problem,,"macchina caffè ariete vintage problemi",140,607653
NB414,nonbranded,food_beverage,problem,,"macchina caffè de longhi problemi",140,607689
NB415,nonbranded,food_beverage,problem,,"macchina caffè frog problemi",140,607718
NB416,nonbranded,food_beverage,problem,,"macchina caffè de longhi magnifica problemi",110,607687
NB417,nonbranded,food_beverage,problem,,"macchina caffè saeco incanto problemi",40,607788
NB418,nonbranded,food_beverage,problem,,"macchina caffè saeco poemia problemi",40,607791
NB419,nonbranded,food_beverage,problem,,"problemi macchina caffe de longhi",30,783231
NB420,nonbranded,food_beverage,problem,,"pasta a lenta essiccazione gragnano",10,1325288
NB421,nonbranded,food_beverage,problem,,"macchina caffè nespresso krups problemi",10,607548
NB422,nonbranded,food_beverage,problem,,"macchina caffe dolce gusto guasti",10,607621
NB423,nonbranded,food_beverage,problem,,"macchina caffè illy y3 problemi",10,607731
NB424,nonbranded,food_beverage,comparison,,"meglio caffè lollo o borbone",170,608011
NB425,nonbranded,food_beverage,comparison,,"epilazione pasta di zucchero pro e contro",40,333617
NB426,nonbranded,food_beverage,comparison,,"caffe borbone meglio rosso o blu",10,241154
NB427,nonbranded,food_beverage,comparison,,"lollo caffè vs borbone",10,3510491
NB428,nonbranded,food_beverage,pre_purchase,,"macchina da caffè offerta",9900,631188
NB429,nonbranded,food_beverage,pre_purchase,,"prezzo vino sassicaia",2400,802860
NB430,nonbranded,food_beverage,pre_purchase,,"recensioni di ristoranti",1600,835200
NB431,nonbranded,food_beverage,pre_purchase,,"migliore pasta italiana",1000,3591375
NB432,nonbranded,food_beverage,pre_purchase,,"miele millefiori biologico prezzo",30,1970890
NB433,nonbranded,professional_services,problem,,"avvocato per problemi condominiali",110,1537250
NB434,nonbranded,professional_services,problem,,"avvocato problemi condominiali",110,1537360
NB435,nonbranded,professional_services,problem,,"avvocato per problemi familiari",30,1295695
NB436,nonbranded,professional_services,problem,,"avvocato per problemi di lavoro",10,10838
NB437,nonbranded,professional_services,comparison,,"commercialista online pro e contro",10,166732
NB438,nonbranded,professional_services,pre_purchase,,"lavoro avvocato offerte",1300,515744
NB439,nonbranded,professional_services,pre_purchase,,"offerte di lavoro avvocato",1300,681615
NB440,nonbranded,professional_services,pre_purchase,,"preventivo avvocato",1000,735336
NB441,nonbranded,professional_services,pre_purchase,,"tariffa avvocato stragiudiziale",880,922775
NB442,nonbranded,professional_services,pre_purchase,,"avvocato giulia bongiorno prezzi",590,11245
NB443,nonbranded,professional_services,pre_purchase,,"consulenza avvocato quanto costa",480,161236
NB444,nonbranded,professional_services,pre_purchase,,"calcolo preventivo avvocato",480,248492
NB445,nonbranded,professional_services,pre_purchase,,"costi di un avvocato",320,161335
NB446,nonbranded,professional_services,pre_purchase,,"tariffa avvocato penale",320,922774
NB447,nonbranded,professional_services,pre_purchase,,"commercialista online migliore",260,166571
NB448,nonbranded,professional_services,pre_purchase,,"costi avvocato per separazione consensuale",260,1295719
NB449,nonbranded,professional_services,pre_purchase,,"tariffa commercialista",170,925703
NB450,nonbranded,professional_services,pre_purchase,,"tariffe mediazione avvocato",170,922788
NB451,nonbranded,professional_services,pre_purchase,,"quanto costa la dichiarazione dei redditi dal commercialista",140,823077
NB452,nonbranded,professional_services,pre_purchase,,"separazione consensuale unico avvocato costi",110,1295646
NB453,nonbranded,professional_services,pre_purchase,,"avvocato migliore",110,1537882
NB454,nonbranded,professional_services,pre_purchase,,"commercialista online prezzi",90,166556
NB455,nonbranded,professional_services,pre_purchase,,"preventivo commercialista",90,746034
NB456,nonbranded,professional_services,pre_purchase,,"separazione costi avvocato",90,1296887
NB457,nonbranded,professional_services,pre_purchase,,"consulenza avvocato prezzo",70,161235
NB458,nonbranded,professional_services,pre_purchase,,"prezzi consulenza avvocato",70,735363
NB459,nonbranded,professional_services,pre_purchase,,"prezzo commercialista",50,746041
NB460,nonbranded,professional_services,pre_purchase,,"offerte avvocato",50,681617
NB461,nonbranded,professional_services,pre_purchase,,"commercialista prezzi",40,166674
NB462,nonbranded,professional_services,pre_purchase,,"avvocato divorzista costi",30,10716
NB463,nonbranded,professional_services,pre_purchase,,"migliore studio legale diritto del lavoro",30,572939
NB464,nonbranded,professional_services,pre_purchase,,"prezzo avvocato penalista",30,2120594
NB465,nonbranded,professional_services,pre_purchase,,"commercialista milano prezzi",20,166610
NB466,nonbranded,professional_services,pre_purchase,,"gestionale studio legale prezzi",20,388101
NB467,nonbranded,professional_services,pre_purchase,,"costi divorzio consensuale senza avvocato",20,1295975
NB468,nonbranded,professional_services,pre_purchase,,"prezzo avvocato per separazione consensuale",20,1296706
NB469,nonbranded,professional_services,pre_purchase,,"tariffa avvocato separazione consensuale",20,3185391
NB470,nonbranded,professional_services,pre_purchase,,"commercialista on line costi flextax",10,166814
NB471,nonbranded,professional_services,pre_purchase,,"commercialista on line prezzi",10,166816
NB472,nonbranded,professional_services,pre_purchase,,"commercialista online conviene",10,166819
NB473,nonbranded,professional_services,pre_purchase,,"preventivo commercialista online",10,746038
NB474,nonbranded,professional_services,pre_purchase,,"tariffa commercialista per dichiarazione dei redditi",10,925704
NB475,nonbranded,professional_services,pre_purchase,,"tariffe commercialista 2022",10,925717
NB476,nonbranded,professional_services,pre_purchase,,"avvocato bongiorno prezzi",10,11125
NB477,nonbranded,professional_services,pre_purchase,,"tariffe avvocato immigrazione",10,922771
NB478,nonbranded,professional_services,pre_purchase,,"tariffa consulenza avvocato",10,922777
NB479,nonbranded,professional_services,pre_purchase,,"separazione consensuale costi senza avvocato",10,1296847
NB480,nonbranded,professional_services,pre_purchase,,"tariffa avvocato divorzio congiunto",10,3185390
C01,control,software_crm,control,Salesforce,"Per cosa è conosciuto Salesforce e quali prodotti o servizi offre in Italia?",,
C02,control,software_crm,control,"Microsoft Dynamics","Per cosa è conosciuto Microsoft Dynamics e quali prodotti o servizi offre in Italia?",,
C03,control,marketing,control,HubSpot,"Per cosa è conosciuto HubSpot e quali prodotti o servizi offre in Italia?",,
C04,control,marketing,control,Semrush,"Per cosa è conosciuto Semrush e quali prodotti o servizi offre in Italia?",,
C05,control,ecommerce_retail,control,Shopify,"Per cosa è conosciuto Shopify e quali prodotti o servizi offre in Italia?",,
C06,control,ecommerce_retail,control,Amazon,"Per cosa è conosciuto Amazon e quali prodotti o servizi offre in Italia?",,
C07,control,automotive,control,Toyota,"Per cosa è conosciuto Toyota e quali prodotti o servizi offre in Italia?",,
C08,control,automotive,control,Tesla,"Per cosa è conosciuto Tesla e quali prodotti o servizi offre in Italia?",,
C09,control,travel,control,Booking,"Per cosa è conosciuto Booking e quali prodotti o servizi offre in Italia?",,
C10,control,travel,control,Ryanair,"Per cosa è conosciuto Ryanair e quali prodotti o servizi offre in Italia?",,
C11,control,energy,control,Enel,"Per cosa è conosciuto Enel e quali prodotti o servizi offre in Italia?",,
C12,control,energy,control,"Eni Plenitude","Per cosa è conosciuto Eni Plenitude e quali prodotti o servizi offre in Italia?",,
C13,control,finance,control,"Intesa Sanpaolo","Per cosa è conosciuto Intesa Sanpaolo e quali prodotti o servizi offre in Italia?",,
C14,control,finance,control,Generali,"Per cosa è conosciuto Generali e quali prodotti o servizi offre in Italia?",,
C15,control,consumer_tech,control,Apple,"Per cosa è conosciuto Apple e quali prodotti o servizi offre in Italia?",,
C16,control,consumer_tech,control,Samsung,"Per cosa è conosciuto Samsung e quali prodotti o servizi offre in Italia?",,
C17,control,food_beverage,control,Barilla,"Per cosa è conosciuto Barilla e quali prodotti o servizi offre in Italia?",,
C18,control,food_beverage,control,Lavazza,"Per cosa è conosciuto Lavazza e quali prodotti o servizi offre in Italia?",,
C19,control,professional_services,control,Deloitte,"Per cosa è conosciuto Deloitte e quali prodotti o servizi offre in Italia?",,
C20,control,professional_services,control,PwC,"Per cosa è conosciuto PwC e quali prodotti o servizi offre in Italia?",,
